,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,nivel_experiencia,Tamano_Empresa,Salario_Mensual_USD
518,2022,MI,FT,Data Scientist,115000,CHF,122346,CH,0,CH,L,Otro,Desconocido,"10195,5"
519,2022,SE,FT,Applied Data Scientist,380000,USD,380000,US,100,US,L,Otro,Desconocido,"31666,67"
520,2022,MI,FT,Data Scientist,88000,CAD,69336,CA,100,CA,M,Otro,Desconocido,5778
521,2022,EN,FT,Computer Vision Engineer,10000,USD,10000,PT,100,LU,M,Otro,Desconocido,"833,33"
522,2022,MI,FT,Data Analyst,20000,USD,20000,GR,100,GR,S,Otro,Desconocido,"1666,67"
523,2022,SE,FT,Data Analytics Lead,405000,USD,405000,US,100,US,L,Otro,Desconocido,33750
524,2022,MI,FT,Data Scientist,135000,USD,135000,US,100,US,L,Otro,Desconocido,11250
525,2022,SE,FT,Applied Data Scientist,177000,USD,177000,US,100,US,L,Otro,Desconocido,14750
526,2022,MI,FT,Data Scientist,78000,USD,78000,US,100,US,M,Otro,Desconocido,6500
527,2022,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M,Otro,Desconocido,11250
528,2022,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M,Otro,Desconocido,"8333,33"
529,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M,Otro,Desconocido,"7526,67"
530,2022,MI,FT,Data Analyst,85000,USD,85000,CA,0,CA,M,Otro,Desconocido,"7083,33"
531,2022,MI,FT,Data Analyst,75000,USD,75000,CA,0,CA,M,Otro,Desconocido,6250
532,2022,SE,FT,Machine Learning Engineer,214000,USD,214000,US,100,US,M,Otro,Desconocido,"17833,33"
533,2022,SE,FT,Machine Learning Engineer,192600,USD,192600,US,100,US,M,Otro,Desconocido,16050
534,2022,SE,FT,Data Architect,266400,USD,266400,US,100,US,M,Otro,Desconocido,22200
535,2022,SE,FT,Data Architect,213120,USD,213120,US,100,US,M,Otro,Desconocido,17760
536,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M,Otro,Desconocido,"9408,33"
537,2022,SE,FT,Data Engineer,155000,USD,155000,US,100,US,M,Otro,Desconocido,"12916,67"
538,2022,MI,FT,Data Scientist,141300,USD,141300,US,0,US,M,Otro,Desconocido,11775
539,2022,MI,FT,Data Scientist,102100,USD,102100,US,0,US,M,Otro,Desconocido,"8508,33"
540,2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M,Otro,Desconocido,"9661,17"
541,2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M,Otro,Desconocido,"6805,5"
542,2022,MI,FT,Data Engineer,206699,USD,206699,US,0,US,M,Otro,Desconocido,"17224,92"
543,2022,MI,FT,Data Engineer,99100,USD,99100,US,0,US,M,Otro,Desconocido,"8258,33"
544,2022,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,Otro,Desconocido,"10833,33"
545,2022,SE,FT,Data Engineer,115000,USD,115000,US,100,US,M,Otro,Desconocido,"9583,33"
546,2022,SE,FT,Data Engineer,110500,USD,110500,US,100,US,M,Otro,Desconocido,"9208,33"
547,2022,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,Otro,Desconocido,"10833,33"
548,2022,SE,FT,Data Analyst,99050,USD,99050,US,100,US,M,Otro,Desconocido,"8254,17"
549,2022,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,Otro,Desconocido,"13333,33"
550,2022,SE,FT,Data Scientist,205300,USD,205300,US,0,US,L,Otro,Desconocido,"17108,33"
551,2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,L,Otro,Desconocido,11700
552,2022,SE,FT,Data Scientist,176000,USD,176000,US,100,US,M,Otro,Desconocido,"14666,67"
553,2022,SE,FT,Data Scientist,144000,USD,144000,US,100,US,M,Otro,Desconocido,12000
554,2022,SE,FT,Data Engineer,200100,USD,200100,US,100,US,M,Otro,Desconocido,16675
555,2022,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,Otro,Desconocido,"13333,33"
556,2022,SE,FT,Data Engineer,145000,USD,145000,US,100,US,M,Otro,Desconocido,"12083,33"
557,2022,SE,FT,Data Engineer,70500,USD,70500,US,0,US,M,Otro,Desconocido,5875
558,2022,SE,FT,Data Scientist,205300,USD,205300,US,0,US,M,Otro,Desconocido,"17108,33"
559,2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,M,Otro,Desconocido,11700
560,2022,SE,FT,Analytics Engineer,205300,USD,205300,US,0,US,M,Otro,Desconocido,"17108,33"
561,2022,SE,FT,Analytics Engineer,184700,USD,184700,US,0,US,M,Otro,Desconocido,"15391,67"
562,2022,SE,FT,Data Engineer,175100,USD,175100,US,100,US,M,Otro,Desconocido,"14591,67"
563,2022,SE,FT,Data Engineer,140250,USD,140250,US,100,US,M,Otro,Desconocido,"11687,5"
564,2022,SE,FT,Data Analyst,116150,USD,116150,US,100,US,M,Otro,Desconocido,"9679,17"
565,2022,SE,FT,Data Engineer,54000,USD,54000,US,0,US,M,Otro,Desconocido,4500
566,2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M,Otro,Desconocido,"14166,67"
567,2022,MI,FT,Data Analyst,50000,GBP,65438,GB,0,GB,M,Otro,Desconocido,"5453,17"
568,2022,SE,FT,Data Analyst,80000,USD,80000,US,100,US,M,Otro,Desconocido,"6666,67"
569,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Otro,Desconocido,"11666,67"
570,2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M,Otro,Desconocido,17500
571,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Otro,Desconocido,"11666,67"
572,2022,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M,Otro,Desconocido,"8333,33"
573,2022,SE,FT,Data Analyst,69000,USD,69000,US,100,US,M,Otro,Desconocido,5750
574,2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M,Otro,Desconocido,17500
575,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Otro,Desconocido,"11666,67"
576,2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M,Otro,Desconocido,17500
577,2022,SE,FT,Data Analyst,150075,USD,150075,US,100,US,M,Otro,Desconocido,"12506,25"
578,2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M,Otro,Desconocido,"8333,33"
579,2022,SE,FT,Data Engineer,25000,USD,25000,US,100,US,M,Otro,Desconocido,"2083,33"
580,2022,SE,FT,Data Analyst,126500,USD,126500,US,100,US,M,Otro,Desconocido,"10541,67"
581,2022,SE,FT,Data Analyst,106260,USD,106260,US,100,US,M,Otro,Desconocido,8855
582,2022,SE,FT,Data Engineer,220110,USD,220110,US,100,US,M,Otro,Desconocido,"18342,5"
583,2022,SE,FT,Data Engineer,160080,USD,160080,US,100,US,M,Otro,Desconocido,13340
584,2022,SE,FT,Data Analyst,105000,USD,105000,US,100,US,M,Otro,Desconocido,8750
585,2022,SE,FT,Data Analyst,110925,USD,110925,US,100,US,M,Otro,Desconocido,"9243,75"
586,2022,MI,FT,Data Analyst,35000,GBP,45807,GB,0,GB,M,Otro,Desconocido,"3817,25"
587,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Otro,Desconocido,"11666,67"
588,2022,SE,FT,Data Analyst,99000,USD,99000,US,0,US,M,Otro,Desconocido,8250
589,2022,SE,FT,Data Analyst,60000,USD,60000,US,100,US,M,Otro,Desconocido,5000
590,2022,SE,FT,Data Architect,192564,USD,192564,US,100,US,M,Otro,Desconocido,16047
591,2022,SE,FT,Data Architect,144854,USD,144854,US,100,US,M,Otro,Desconocido,"12071,17"
592,2022,SE,FT,Data Scientist,230000,USD,230000,US,100,US,M,Otro,Desconocido,"19166,67"
593,2022,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M,Otro,Desconocido,12500
594,2022,SE,FT,Data Analytics Manager,150260,USD,150260,US,100,US,M,Otro,Desconocido,"12521,67"
595,2022,SE,FT,Data Analytics Manager,109280,USD,109280,US,100,US,M,Otro,Desconocido,"9106,67"
596,2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M,Otro,Desconocido,17500
597,2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M,Otro,Desconocido,"14166,67"
598,2022,MI,FT,Data Scientist,160000,USD,160000,US,100,US,M,Otro,Desconocido,"13333,33"
599,2022,MI,FT,Data Scientist,130000,USD,130000,US,100,US,M,Otro,Desconocido,"10833,33"
600,2022,EN,FT,Data Analyst,67000,USD,67000,CA,0,CA,M,Otro,Desconocido,"5583,33"
601,2022,EN,FT,Data Analyst,52000,USD,52000,CA,0,CA,M,Otro,Desconocido,"4333,33"
602,2022,SE,FT,Data Engineer,154000,USD,154000,US,100,US,M,Otro,Desconocido,"12833,33"
603,2022,SE,FT,Data Engineer,126000,USD,126000,US,100,US,M,Otro,Desconocido,10500
604,2022,SE,FT,Data Analyst,129000,USD,129000,US,0,US,M,Otro,Desconocido,10750
605,2022,SE,FT,Data Analyst,150000,USD,150000,US,100,US,M,Otro,Desconocido,12500
606,2022,MI,FT,AI Scientist,200000,USD,200000,IN,100,US,L,Otro,Desconocido,"16666,67"
