Product_Name,Product_Price,Product_Sold,Product_Place,Product_Category,Product_Subcategory
Kain Sulam Cross Stitch Fabric - Sell by Meter,RM26.00,1.4k sold,Sarawak,Home-Appliances,Others
Aircond Gas Bitop R32 500g Net Weight,RM7.50 - RM25.50,373 sold,Selangor,Home-Appliances,Others
AW-B1000G / AW-B1000GM / AW-B1100G / AW-B1100GM TOSHIBA WASHING MACHINE PCB BOARD (CONTROL BOARD) AW-B1000 AW-B1100,RM128.00,179 sold,Kedah,Home-Appliances,Others
GETSUN sticker remover 220ml 450ml for tinted polarize roadtax plastic scraper knife scraper,RM4.92 - RM21.39,906 sold,Selangor,Home-Appliances,Others
Black Iron Board/ Hotel Spec Lightweight Foldable Adjustable Height Non Slip Iron Rest Ironing Board/ Papan Seterika,RM83.30,392 sold,Perak,Home-Appliances,Others
MULTI BOARD PVC TYPE,RM8.50 - RM10.50,239 sold,Selangor,Home-Appliances,Others
Ubat Nyamuk Mudah Alih USB | USB | USB Portable Mosquito Repellent,RM5.90,406 sold,Selangor,Home-Appliances,Others
Ready Stock USB Ultrasonic Cleaner Tank Makeup Brush Cleaner 45000Hz Jewelry Glasses Watch Razor Jewelry ,RM25.90,535 sold,Selangor,Home-Appliances,Others
 (1/3/5/7/15/30) BUTTER LAMP CANDLE (1day/3day/5day/7day/15day/30day),RM12.80,1k sold,Selangor,Home-Appliances,Others
Fumakilla Vape One Push V / One Push Red Sakura (Twin/90/60/30 Days) | WeCare,RM7.39 - RM22.20,604 sold,Perak,Home-Appliances,Others
PANASONIC 3710 NA F 70 S7 NAF 75 NAF 80 NAF 90 NAF 100 H3 B3 G3 S3 S7 ADA CAKOK   WASHINE MACHINE SAFETY SWITCH -,RM35.00,405 sold,Kedah,Home-Appliances,Others
Samsung vacuum dust filter and sponge filter and filter holder original,RM19.90 - RM28.00,415 sold,Selangor,Home-Appliances,Others
Custom Made House Number Plate 4mm (3D Floating Design),RM26.51 - RM31.26,687 sold,Pulau Pinang,Home-Appliances,Others
Rehal Kayu Boleh Ukir Nama [Made in Malaysia],RM54.97 - RM55.00,4.1k sold,Negeri Sembilan,Home-Appliances,Others
Simple Design Coffee Table / sofa side table ER01 MC !!! PROMO !!! READY STOCK FROM MALAYSIA,RM18.00,207 sold,Perak,Home-Appliances,Others
Rewritable IC Card 13.56Mhz (Thin) -1 pcs,RM1.40,6.9k sold,Kuala Lumpur,Home-Appliances,Others
50-3 LTE 4G RG58 Cable N Male to SMA TS9 CRC9 BNC Connector cable 50ohm B310 FEMALE B315 parabolic antenna Coaxial LPDA,RM16.90 - RM110.90,888 sold,Penang,Home-Appliances,Others
"NEW/BARUTONG DRUM,BLUE PLASTIC BARREL DRUMNEW/BARU",RM175.00,819 sold,Kuala Lumpur,Home-Appliances,Others
Apple Mini Washing machine and drying blue light sterilization with dryer mesin basuh,RM149.90,562 sold,Selangor,Home-Appliances,Others
Penyapu Sawang Boleh Laras Fan Cleaner Dust Cleaner Pembersih Kipas Siling,RM2.90 - RM7.20,2.4k sold,Selangor,Home-Appliances,Others
Tikar Buluh - Tikar Benang - Gulung | Bamboo Mat | Mat | Carpet Floor Mat |,RM65.00 - RM99.00,210 sold,Negeri Sembilan,Home-Appliances,Others
BAYARAN LOCK LIVE SAHAJA (03)5kg,RM7.00 - RM35.00,295 sold,Kedah,Home-Appliances,Others
MIDEA VACUUM FILTER MVC-SC861B/861R,RM13.50,938 sold,Melaka,Home-Appliances,Others
KAIN SATIN bidang 60'' inci  *KAIN SATIN SILK*  Keluaran Tempatan - GRADE A QUALITY,RM3.45 - RM6.89,1.1k sold,Kedah,Home-Appliances,Others
Water Booster Pump Brushless Water Pump 75Feet 24V 120W Auto Pressure Controller 33L/min Kitchen Sink Shower Water Pump,RM105.90 - RM109.90,233 sold,Selangor,Home-Appliances,Others
14G-27G Stainless Steel Tips 45 Degree Bent Dispensing Needles Syringe Tip,RM0.60,974 sold,Selangor,Home-Appliances,Others
1 pcs (No Brand) RFID Proximity Card 125KHz (Thick Card),RM0.58,14.1k sold,Kuala Lumpur,Home-Appliances,Others
1LIT CH MALAXION 57 / Racun Bena/ Kutu Daun,RM31.00,84 sold,Perak,Home-Appliances,Others
NOXXA BREADMAKER OVEN POWER BOARD & LCD DISPLAY,RM82.50,74 sold,Penang,Home-Appliances,Others
T168 S518L excellent quality all steel single zipper presser foot for single needle lockstitch machine,RM12.75,687 sold,Mainland China,Home-Appliances,Others
<> Crystal (M) Live Payment Link,RM10.00,47.1k sold,Perak,Home-Appliances,Others
Unboxing & Installation Service,RM45.00,1.3k sold,Selangor,Home-Appliances,Others
Universal Fan Blade Replacement 16 inch / 12 inch 3 Blade Bilah Kipas 16 inch Daun,RM10.50 - RM10.80,456 sold,Johor,Home-Appliances,Others
"200liter drum besi sebelah,tong drum,tong second hand,tong kosong",RM35.00,554 sold,Selangor,Home-Appliances,Others
FABRIC SOFTENER / PELEMBUT BAJU 4.8 LITER,RM12.50,1.4k sold,Kedah,Home-Appliances,Others
Carburetor Pam Racun Power Sprayer TB 26 Mitsubishi  TU26 TL26 TB23 TU23 TL23,RM18.00,1k sold,Kedah,Home-Appliances,Others
JETSEN SANGAT BERKESAN Spray membunuh kutu dan hama dan pepijat Home Fleas & Ticks Spray / Kutu spray / ubat kutu ubat,RM19.80,915 sold,Penang,Home-Appliances,Others
Shisha Gasket_Getah Shisha_Rubber Grommet_Bearing Shisha_Tapak Gelas_ Shisha Glass Cover Hookah,RM2.00 - RM6.00,152 sold,Negeri Sembilan,Home-Appliances,Others
Electric Portable Mini Heater Blower Air Warm for Room Office Home  ,RM39.90,1.4k sold,W.P. Kuala Lumpur,Home-Appliances,Others
Free Gift x 1 - Thank you for support (Not for Sale),"RM1,000,000.00",522 sold,Perak,Home-Appliances,Others
KICA Jetfan Electric Air Blower Mini Turbo Fan Cordless Compressed Air Duster Cleaner for Computer Rechargeable Portable BBQ Fan,RM215.00,264 sold,Mainland China,Home-Appliances,Others
ORIGINAL SVI CLOUD Power Adapter Power Supply For 3S 3PLUS 3PRO 8S 8P SVICLOUD (QC CHECK BEFORE SHIP OUT),RM10.00 - RM23.00,167 sold,Penang,Home-Appliances,Others
25PCS HSS Twist Drill Bit Set Chrome For Metal & Wood Cobalt Steel Woodworking Drill Metal Box (1mm - 13mm) Mata Gerudi,RM39.66,327 sold,Perak,Home-Appliances,Others
Voucher for Delivery by Staircase SMALL SIZE Appliances ( For Flat or Aparment without Lift to Door Front Only ),RM49.00,208 sold,Selangor,Home-Appliances,Others
Mango RFID Card - thick card - 125khz 1pcs - ready stock,RM0.80,11.7k sold,Kuala Lumpur,Home-Appliances,Others
Fiber Optic One Click Cleaner for 1.25 LC & 2.5mm FC SC ST Fiber Cleaning Pen CT301,RM32.00,431 sold,Selangor,Home-Appliances,Others
kekuda kayu berbagai guna,RM20.00,129 sold,Kelantan,Home-Appliances,Others
HITACHI AUTOMATIC WATER PUMP WM-P150XS 150W,RM659.00,561 sold,Kelantan,Home-Appliances,Others
10 pcs - 125Khz Rewritable RFID ID Card (Thick),RM18.00,653 sold,Kuala Lumpur,Home-Appliances,Others
(Ready Stock) DotAio O-Ring Rubber for Dotmod Aio & Dotmod Aio Mini,RM15.00,70 sold,Kelantan,Home-Appliances,Others
[huite]Vacuum Cleaner 35mm Black Plastic Straight Tube Dust Collector Catcher Pipe Vacuum Sweeper Connector,RM5.44,545 sold,Mainland China,Home-Appliances,Others
"General Purpose Wire Cable Strand Signal Wire, Tinned Copper 100CM FF46-1A200 (0.7/2mm)",RM0.85,647 sold,Perlis,Home-Appliances,Others
1 pc - 125Khz Rewritable RFID ID Card (Thick),RM2.00,3.8k sold,Kuala Lumpur,Home-Appliances,Others
XPL 280w Booster Pump Water Pump   Pump - Sliver (38L / Min)l Water Booster System for Kitchen Toilet Wash Room,RM200.00 - RM280.00,121 sold,Negeri Sembilan,Home-Appliances,Others
Simple Design Coffee Table Side Table Multi Purpose Storage Rack CT07 !!! PROMO !!! READY STOCK FROM MALAYSIA,RM23.00,282 sold,Perak,Home-Appliances,Others
UK Plug Adapter 3 Pin Universal Adapter Travel Adapter China Converter EU Socket To UK Plug,RM9.90,698 sold,Selangor,Home-Appliances,Others
Rewritable ID 125KHz KeyTag (1pcs),RM2.00,2.6k sold,Kuala Lumpur,Home-Appliances,Others
SP2S ii / sp2s pro - Sp2sII / Sp2s MINI / Sp2s  / SP2S II  SP2II (NEW PACKAGING,RM35.00 - RM50.00,1.1k sold,Selangor,Home-Appliances,Others
"KT WARE 300mm 12"" impulse sealer/ sealing machine/ plastic Sealer PACKING MACHINE",RM32.90 - RM36.90,3.8k sold,Selangor,Home-Appliances,Others
GENUINE ZQ X Aspire TRIO MTL RTA 22mm Tank Atomizer,RM49.00,141 sold,Negeri Sembilan,Home-Appliances,Others
XTITAN988V Electric Cordless Brushless Impact Wrench Ratchet Driver +2 Battery Electric Wrench Drill Tool Gun Driver,RM43.90 - RM182.90,503 sold,W.P. Kuala Lumpur,Home-Appliances,Others
BLINGBLINGSHOP4U BOLDPOD TSHIRT BOLD SET BAJU BELI BAJU FREE 3 MOUSEPAD FACEMASK LANYARD BOLD,RM25.00 - RM99.00,401 sold,Penang,Home-Appliances,Others
DESIGN  PARTITION Size 180X180 24JAM SOLD OUT,RM122.00,622 sold,Kedah,Home-Appliances,Others
REHAL MEJA DUDUK KAYU - Rehal Dark Brown Untuk Al-Quran Rihal Wood Stand L 40 x W 28 x H 30 (Large),RM25.98 - RM27.98,949 sold,Perlis,Home-Appliances,Others
Mini Square Fuse 32V 20A 25A 30A 40A 50A60A Automotive Car Fuse with Plastic Box Fullpowernew,RM1.68 - RM1.81,1.2k sold,Mainland China,Home-Appliances,Others
Universal Gas Cooker Stove Hob Inlet fitting Joint Hose/11mm convert to 20mm&13mm convert to 20mm,RM9.00 - RM13.50,563 sold,Selangor,Home-Appliances,Others
"OPOLAR Portable Pedestal Fan, 10000mAh Oscillating Rechargeable Battery Fan",RM158.00,769 sold,Kuala Lumpur,Home-Appliances,Others
Portable Ultrasonic Multi-Use Cleaner Makeup Brush Glasses Jewelry Denture Teeth Watch Sonicator Bath for Necklace Ultrasound Vibration Washing Cleaning Machine,RM9.93,119 sold,Mainland China,Home-Appliances,Others
KONKA Essential Oil Ultrasonic Aroma Diffuser For Aromatherapy,RM79.00,215 sold,Mainland China,Home-Appliances,Others
"[PVC Wiring Conduit Pipe Fitting Accessories] 20mm (3/4"" inch) / 25mm (1"" inch) - [Ready Stock]",RM0.13 - RM0.55,5k sold,Kedah,Home-Appliances,Others
"NOMBOR RUMAH ACRYLIC CUSTOM, CUSTOM HOUSE NUMBER.",RM17.50 - RM29.90,1.2k sold,Kedah,Home-Appliances,Others
Sabun savonn magic+freegift/sabun pelbagai guna sabun viral,RM19.30,1.7k sold,Kelantan,Home-Appliances,Others
REHAL MEJA KAYU GETAH (Besar/Medium/Kecil) Rehal Meja Duduk Al-Quran A4 Muqaddam Iqra Buku Laptop Rihal (Big/Small),RM26.99 - RM28.99,1.6k sold,Perlis,Home-Appliances,Others
Meja Kerusi Sekolah  Rendah & Menengah (School Table & Scool Chair),RM92.00 - RM240.00,99 sold,Melaka,Home-Appliances,Others
Rice Cooker Thermal Fuse 250V 10A 15A Temperature Celsius 110 115 120 133 142 155 165 169 172 184 185 192 216 240 Degree,RM1.80 - RM8.80,4.6k sold,Penang,Home-Appliances,Others
Bubble Wrap/Air Bubble tube/Plain Thick Box(If available)/Fragile tape/Sticker for Packing,RM1.38,811 sold,Sarawak,Home-Appliances,Others
[READY STOCK] Transparent Table Chair Foot Cover  Penutup Kaki Meja Kerusi,RM0.95 - RM6.50,20.6k sold,Selangor,Home-Appliances,Others
"Charger Optical Fusion Fibre Splicer Ai-7,8,8C,9(splicing spareparts) SSP201",RM15.00 - RM80.00,232 sold,Selangor,Home-Appliances,Others
Original Aspire Cloudflask / Cloudflask S Occ Replacement Coil x3pcs,RM13.00 - RM29.00,1.4k sold,Selangor,Home-Appliances,Others
Infrared Burner 8 Eyes 1 Pipe Infrared Burner 125mm,RM25.00 - RM30.00,246 sold,Kelantan,Home-Appliances,Others
BASTIS LINT ROLLER & LINT ROLLER REFILL IKEA COMPATIBLE ROLLER BSTIS DUST CLEANER ROLL PENGELEK LIN ISIAN SEMULA,RM2.90 - RM12.90,276 sold,Selangor,Home-Appliances,Others
Nen - Japanese Strawberry Milk,RM27.67,104 sold,Kuala Lumpur,Home-Appliances,Others
Sewing machine spare part quick-change presser foot tool easy holder clamp screw,RM5.35,369 sold,Mainland China,Home-Appliances,Others
Finish PowerBall Automatic Dishwasher Tablets (22 Pcs) (Clearance Stock)(EXP 25/02/22),RM35.00,1.7k sold,Selangor,Home-Appliances,Others
2 in 1 Electric Insect Racket Mosquito Swatter USB Rechargeable Dual Modes 21+,RM5.99 - RM18.00,591 sold,Selangor,Home-Appliances,Others
Thermomix dust cover for TM5 and TM6 thermomix accessories 8,RM25.90 - RM53.90,468 sold,Selangor,Home-Appliances,Others
O-474E 474 BELTING WASHING MACHINE O 474 E BELTING V BELT MESIN BASUH,RM18.00,209 sold,Kedah,Home-Appliances,Others
Folding Step Stool Foldable Plastic Portable Small Stool Chair New Bench Chair,RM6.00,935 sold,W.P. Kuala Lumpur,Home-Appliances,Others
"Bekas simpan makanan panas sesuai untuk open house raya, Food Warmer",RM150.00,179 sold,Selangor,Home-Appliances,Others
Fresco r22 refrigerant baby cylinder 900g,RM30.00,221 sold,Selangor,Home-Appliances,Others
M6014 New model Fruit stainless steel Knife Pisau Buah kitchen tool,RM1.09,977 sold,Johor,Home-Appliances,Others
Mini Water Bottles Lana 2.5ML 3Pcs in 1Box 3 Fast Pos,RM19.00,701 sold,Johor,Home-Appliances,Others
New Ultrasonic Pest Repeller Portable Electric Insect Repellent Ultrasound Mosquito Repellant Baby Mosquito Repellant Patch Pest Repellent Outdoor Anti Mosquito Mites Ubat Nyamuk Elektrik  ,RM5.35,565 sold,Mainland China,Home-Appliances,Others
SHARP FAN 4349 PJS400 PJW400 PENSONIC COVER MOTOR FRONT GREY PJT400,RM15.00,228 sold,Kedah,Home-Appliances,Others
2.4GHz Wireless Keyboard 35-key slim wireless bluetooth keyboard portable Digital Keyboard Numeric Keypad For IOS Android Windows JP6,RM39.40,277 sold,Mainland China,Home-Appliances,Others
B 11 - house number | nombor rumah | sign plate acrylic | no rumah,RM60.00 - RM65.00,82 sold,Kedah,Home-Appliances,Others
"18inci stand fan ,floor fan motor (Double Bearing)motor only!!",RM80.75 - RM83.60,334 sold,Perak,Home-Appliances,Others
CEO  CBB60 Capacitor Washing Machine Kapacitor cbb60 Water Pump AC Motor Refrigerator CBB60 Mesin Basuh  Peti Sejuk,RM3.28 - RM10.88,725 sold,Selangor,Home-Appliances,Others
VU  Clorox Trigger Sprays All Purpose Kill Bacteria Kitchen Cleaner/ Mold & Mildew Remover,RM10.90 - RM13.20,2.3k sold,Pulau Pinang,Home-Appliances,Others
1.8L Non Stick Electric Pot /Mini Rice Cooker With Steamer Frying Pan Electric Cooker Cooking Pot Periuk Nasi,RM60.00,52 sold,Johor,Home-Appliances,Others
SONCO Ultrasonic Cleaning Machine Washing Jewelry Eyeglass Glasses Cleaner High Frequency Mesin Sonic Cuci ,RM13.90,2.1k sold,Perak,Home-Appliances,Others
PLEDGE FURNITURE POLISH [Polish Perabut Kayu JATI] PLEDGE 170ml-minyak untuk merawat perabut kayu,RM16.90,148 sold,Kelantan,Home-Appliances,Others
Gambar Canvas Murah  Gambar Berwarna & Hitam putih  Pelbagai Saiz  HOT SALES ,RM5.50 - RM36.00,2.9k sold,Selangor,Home-Appliances,Others
Opolar 10000mAh Clip Fan Portable Rechargeable battery Fan/Camping Fan/Out Door Clip Fan,RM120.00,1.5k sold,Kuala Lumpur,Home-Appliances,Others
[JomVaper] Instar DeviceKit [Ready Stock],RM70.00,165 sold,Selangor,Home-Appliances,Others
Papan Tanda Rumah Huruf Tanam Dalam,RM38.00 - RM52.00,357 sold,Kedah,Home-Appliances,Others
2in1 Electric Mosquito Racket Swatter USB Rechargeable Dual Mode Mosquito Killer Elektrik Racket Nyamuk Raket ,RM17.99 - RM24.99,311 sold,Selangor,Home-Appliances,Others
Ultrasonic Cleaning Machine Washing Jewelry Eyeglass Glasses Cleaner High Frequency Vibration Mesin Cuci Sonic ,RM13.60,72 sold,Perak,Home-Appliances,Others
GENUINE Coilology Prebuilt Performance Coils (10 Coils),RM15.00 - RM33.00,991 sold,Negeri Sembilan,Home-Appliances,Others
"Tong Drum Besi,Tong Kosong",RM30.00 - RM45.00,339 sold,Kuala Lumpur,Home-Appliances,Others
10pcs fiber quick fasc connector SC/UPC  Clip Type Fiber Connector FC201,RM13.50,3.5k sold,Selangor,Home-Appliances,Others
Xiaomi Mijia Bluetooth Temperature and Humidity Thermometer Monitor Display Sensor 2 / 3 - LYWSD03MMC / XMWSDJ04MMC / 05,RM16.90 - RM44.90,1k sold,Selangor,Home-Appliances,Others
Anti-Bacterial Sparkling Bathroom Cleaner Spray Mold Stain Remover Liquid Bathroom Cleaner Pencuci Bilik Air Tandas,RM3.59,177 sold,Selangor,Home-Appliances,Others
baaranng live 2 random 20kilo,RM50.00 - RM180.00,402 sold,Selangor,Home-Appliances,Others
 Malaysia READY STOCK  Portable Bukhoor Electric Burner Set Dengan Oud Lebih Mudah & Selamat BUKHOOR,RM17.00 - RM80.00,160 sold,Pahang,Home-Appliances,Others
HEAVY DUTY! Portable Trolley Luggage Trolley Troli Beg Travel Trolley with Elastic Rope Troli Barang Berat Troli Lipat,RM45.90,310 sold,Melaka,Home-Appliances,Others
NITCOS CLOTH TAPE/BINDING TAPE 36MMX6Meter(7YARDS) /  PRICE FOR ONE,RM1.90,3.8k sold,Johor,Home-Appliances,Others
CD60 CAPASITOR motor water pump start capacitor 100/150/200/250UF,RM16.00 - RM23.50,695 sold,Terengganu,Home-Appliances,Others
Shoes Dryer Multi Function Intelligent Retractable Shoe,RM115.00,79 sold,Selangor,Home-Appliances,Others
Xiaomi Mijia Mini USB Lint Remover 0.35mm Micro Arc Shaving Mesh Fuzz Trimmer 1300mAh MQXJQ01KL,RM27.00,432 sold,W.P. Kuala Lumpur,Home-Appliances,Others
12Ready Stock Ant & Cockroach Killing Bait Powder Serbuk umpan racun semut lipas ant cockroach killer bait powder,RM2.99 - RM3.60,752 sold,Negeri Sembilan,Home-Appliances,Others
13 AMP ELCB & SOCKET TESTER TRIPS TEST BELOW 300mA 13A,RM27.90,598 sold,Selangor,Home-Appliances,Others
Shoe Dryer Remove Odor Deodorant Dehumidify Device,RM8.99,347 sold,Selangor,Home-Appliances,Others
[READY STOCK] ORIGINAL NEVOKS FEELIN 0.6/1.0 COIL PAGEE OCC FEELIN MINI OCC NEVOKS COIL OCC Cartridge Feelin X Occ C1,RM5.50 - RM31.90,22.1k sold,Kuala Lumpur,Home-Appliances,Others
Silicone Bar Mat Coffee Espresso Rubber Drip Spill Non-slip Bar Mat 7 Size Variant And color,RM4.38 - RM28.88,269 sold,Kuala Lumpur,Home-Appliances,Others
1/2in 3/4in Water Level Control Valve Float Ball Shut off Automatically Control Inside Plug-in for Tank Tangki Air Rumah,RM10.50 - RM12.00,326 sold,Pahang,Home-Appliances,Others
Xiaomi Shoe Dryer Shoe Deodorization Sterilization Household Dormitory,RM34.90 - RM51.90,701 sold,Selangor,Home-Appliances,Others
Keychain Kunci Rumah | Arcylic Transparent | Penghantaran Pantas,RM5.00,247 sold,Kedah,Home-Appliances,Others
"/""    ()",RM0.40 - RM0.90,4.1k sold,Selangor,Home-Appliances,Others
XPL 100w Booster Pump Water Pump   Pump - Sliver (10L / Min)l Water Booster System for Kitchen Toilet Wash Room,RM100.00 - RM150.00,289 sold,Negeri Sembilan,Home-Appliances,Others
Electrolux Vacuum Cleaner HEPA Filter Kit for Mobilite ZLUX1801 ZLUX1831 ZLUX1831AF (EF146A),RM75.00,252 sold,Selangor,Home-Appliances,Others
Kelambu moden readystok,RM25.00 - RM27.00,3.6k sold,Kelantan,Home-Appliances,Others
Panasonic National blender Lower Connector,RM3.30 - RM4.80,466 sold,Selangor,Home-Appliances,Others
Cable Reel Roller Stand [ Mild Steel ],RM43.00,756 sold,Kedah,Home-Appliances,Others
Dressmaker pin/ Jarum Peniti 25gm,RM1.25 - RM2.00,1.2k sold,Perak,Home-Appliances,Others
KT WARE 2L Stainless Steel Coffee Pot Double Wall Vacuum Insulated Thermo Jug,RM25.50,3.3k sold,Selangor,Home-Appliances,Others
The Baker Digital Stainless Steel Kitchen Scale CX-Series/The Cooklive Digital Scale/Acson CX-SERIES Scale Penimbang,RM29.99 - RM45.99,763 sold,Kelantan,Home-Appliances,Others
pola bahu kedut (kertas keras berkualiti),RM18.00,43 sold,Selangor,Home-Appliances,Others
24mm / 28mm Trigger Sparay Trigger Sprayer for Plastic Bottle Trigger Lock,RM1.09,7.1k sold,Selangor,Home-Appliances,Others
Stock Ready in MsiaCartoon Nail Clippers Lovely Nail Clipper Cute Nail Tool Door Gift Animal Design,RM0.58,5.5k sold,Penang,Home-Appliances,Others
"Camry Super Slim Electronic Body Analysis / Kitchen Weighing scale with bowl | Cosway - weight / Pengimbang Badan, Dapur",RM69.88 - RM73.99,172 sold,Selangor,Home-Appliances,Others
"SHIMGE *FREE SHIPPING* SURFACE BOOSTER PUMPS ,AUTOMATIC STOP & RUN PW370F/ PW250Z/ PW250F/ PW125Z/ PW125",RM355.00 - RM603.00,129 sold,Kelantan,Home-Appliances,Others
COSE SEALANT FIX Silane Polymer Metal Adhesive Sealing Glue Free Nail Super Strong Adhesive Glue Gum ,RM0.17 - RM0.84,592 sold,Kuala Lumpur,Home-Appliances,Others
Magic Gel Toilet Bowl Cleaner Bathroom Scrubble Bubble Cleaner Pushtype Cleaning Pembersih Tandas  RANDOM COLOUR,RM1.55,1.9k sold,Perak,Home-Appliances,Others
[GMRACK] SQUARE BAR 4ft / 5ft / 6ft,RM7.85 - RM11.70,2.2k sold,Selangor,Home-Appliances,Others
(ORIGINAL!) Panasonic Water Pump A-130JACK Pressure Switch / Automatic,RM28.90 - RM42.90,853 sold,Kelantan,Home-Appliances,Others
PREMIUM QUALITY Plastic Flower Pot with Sponge & Moss || Bunga Pasu Plastik dgn Span & Moss,RM2.20,487 sold,Terengganu,Home-Appliances,Others
"SC FC APC Patch Cord 3.0 SC/APC Yellow ( 2m, 3m ,5m) PC301",RM2.30 - RM8.00,6k sold,Selangor,Home-Appliances,Others
GENUINE Coilology MTL Prebuilt Performance Coils (10pcs),RM15.00 - RM33.00,566 sold,Negeri Sembilan,Home-Appliances,Others
Tenka Ryohin One Year Extended Warranty,RM100.00,375 sold,Selangor,Home-Appliances,Others
charcoal arang bukhoor original / charcoal bukhoor / arang bakhoor original Black / Golden,RM6.00 - RM10.80,176 sold,Selangor,Home-Appliances,Others
Smart Switch Wall Spacer Reinforced Version Sonoff Ewelink Tuya Smart Life,RM3.80 - RM5.50,367 sold,Kuala Lumpur,Home-Appliances,Others
Magic_Span20/50/100(Ready stok),RM10.30 - RM19.30,916 sold,Perak,Home-Appliances,Others
"Deka / Kronos  3 speed, 4 speed & 4 speed Receiver PCB Board Mother Board Kipas Siling Receiver",RM59.00 - RM72.00,299 sold,Selangor,Home-Appliances,Others
1PC x 5G Hyperconcentration Laundry Beads Liquid Washing Machine Beads Clothes Cleaning Sabun Dobi  (RANDOM COLOUR),RM0.10,3.7k sold,Perak,Home-Appliances,Others
Parcel Bag Packaging Bag Parcel Plastic Plastik Pos Flyer 17x30s,RM0.10,144 sold,Selangor,Home-Appliances,Others
Bossman BPC-117 I BPC-18 High Pressure Washer Cleaner Water Jet Sprayer,RM149.00 - RM188.00,166 sold,Kelantan,Home-Appliances,Others
OAE Gate Bracket Auto Gate System,RM8.00,119 sold,Selangor,Home-Appliances,Others
Mini Basin Pump Drainage Pipeline Dredge Suction High Pressure Manual Sink Plunger Bath Toilets Bathroom Pam Air Sinki,RM3.88,469 sold,Perak,Home-Appliances,Others
Hand Glove Garment Iron Glove Ironing Pad Hand Iron Steamer Garment Steamer Insulation Gloves Foldable Ironing Board,RM5.45,2.9k sold,Penang,Home-Appliances,Others
READY STOCK T-7000 Glue Super Adhesive Phone Touch Screen Repair Frame Sealant,RM3.40 - RM15.00,473 sold,Selangor,Home-Appliances,Others
Wireless Handheld Dust Mites Vacuum Cleaner Home Bed Sterilization Machine Dual-purpose Ultravio Mite Removal Instrument,RM9.89 - RM28.99,113 sold,Selangor,Home-Appliances,Others
Sarung bantal peluk kain patchwork  100% Cotton Bolster Case,RM14.90,1.8k sold,Selangor,Home-Appliances,Others
CAR & HOME PERFUME HIGH QUALITY,RM3.00,9.6k sold,Selangor,Home-Appliances,Others
Daun sireh plastik 50pc 1pack,RM8.90 - RM10.50,2.5k sold,Selangor,Home-Appliances,Others
[Ready Stock] Fajar Full Cooper Good Quality Power Cable 5 Core 4mm and 6mm Loose Cut Per Meter,RM5.50 - RM25.00,1.2k sold,Selangor,Home-Appliances,Others
BUBBLE WRAP FOR SHOPEE,RM1.00,51 sold,Selangor,Home-Appliances,Others
Ready Stock Ant & Cockroach Killing Bait Powder Serbuk umpan racun semut lipas ant cockroach killer bait powder,RM0.50,2.5k sold,Negeri Sembilan,Home-Appliances,Others
ReadyStock Household Window Glass Wiper Cleaning Window,RM2.00,165 sold,Kedah,Home-Appliances,Others
"   Number caller, meal taker, wireless pager, queuing number caller, meal taker, commercial pager Restaurant Pager Calling System",RM228.00 - RM669.00,368 sold,Mainland China,Home-Appliances,Others
Extra Bubble Wrap and Wrapping,RM1.50 - RM2.50,889 sold,Johor,Home-Appliances,Others
ADD ON: BOX PACKAGING,RM1.50,663 sold,Selangor,Home-Appliances,Others
Strong Sticker Magic Mop Hook Bathroom Shelf Wall Hanging Hanging Broom Clip (No Drilling) Free Punching,RM0.88,5.3k sold,Kedah,Home-Appliances,Others
42% protein.Dedak ikan/dedak burung Cap Katak/makanan ikan pellet halus/makanan anak,RM29.50,144 sold,Kelantan,Home-Appliances,Others
ADD ON BUBBLE ( TAK JUAL DALAM ROLL ),RM2.00,221 sold,Perak,Home-Appliances,Others
Kacang pokok Benih Sayuran Pelbagai tanaman cili sayur / lengkuas ulam raja bendi mulberi sawi bayam jagung petola cili,RM1.80 - RM3.00,1.7k sold,Kelantan,Home-Appliances,Others
[READY STOCK] SAMPUL DUIT RAYA HOTWHEELS 2023 / SAMPUL RAYA HOTWHEELL 2023 #SAMPULDUITRAYA #SAMPULRAYA #HOTWHEEL,RM0.72 - RM1.49,8.1k sold,Pahang,Home-Appliances,Others
Non-Stick Fried Egg Pan Multi-Purpose Frying Pan Breakfast Maker Burger Pan Pancake Maker Pan Telur Omelette,RM21.90,91 sold,Negeri Sembilan,Home-Appliances,Others
Add On - Bubble Wrap Untuk Elak Barang Pecah,RM1.50,187 sold,Kelantan,Home-Appliances,Others
LOCK DURING LIVE ONLY,RM10.00 - RM70.00,216 sold,Selangor,Home-Appliances,Others
Arang Petak Abu Khaliq Original HQ,RM6.00 - RM28.00,505 sold,Penang,Home-Appliances,Others
TRIBRER Fiber Optic Stripper 2 Port 3 Port FS201,RM22.00 - RM27.00,159 sold,Selangor,Home-Appliances,Others
Xiaomi Original Mijia Bluetooth Digital LCD Temperature Humidity Sensor Monitor 2 Smart Digital Thermometer Hygrometer,RM15.40 - RM18.40,3.3k sold,Selangor,Home-Appliances,Others
Fan Blade Lock / Spinner Knob / Fan Knob - for Panasonic / KDK / National / Khind / Pensonic [ORIGINAL],RM5.00 - RM6.50,983 sold,Penang,Home-Appliances,Others
4LIT TRAST 15 ZAGRO/ Glufosinate Ammonium/ Kenbast/ Basta,RM73.00,59 sold,Perak,Home-Appliances,Others
